Data,lat,long,Total Cases at this Location,date_confirmation,days_since_start,Total Passengers,City,State,Population,normalized_rank,num_bins
Cases,39.98333,-75.2664,2,3/8/2020,48,,,,,1,8
Cases,37.23166,-121.693,36,3/8/2020,48,,,,,1,8
Cases,37.23166,-121.693,36,3/8/2020,48,,,,,1,8
Cases,37.23166,-121.693,36,3/8/2020,48,,,,,1,8
Cases,37.23166,-121.693,36,3/8/2020,48,,,,,1,8
Cases,37.23166,-121.693,36,3/8/2020,48,,,,,1,8
Cases,47.02357632,-122.1021305,7,3/8/2020,48,,,,,1,8
Cases,48.04818,-121.696,31,3/8/2020,48,,,,,1,8
Cases,48.04818,-121.696,31,3/8/2020,48,,,,,1,8
Cases,48.04818,-121.696,31,3/8/2020,48,,,,,1,8
Cases,48.04818,-121.696,31,3/8/2020,48,,,,,1,8
Cases,43.28123745,-123.1673383,1,3/8/2020,48,,,,,1,8
Cases,44.90372993,-122.584311,1,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,33.74607879,-115.9927055,1,3/8/2020,48,,,,,1,8
Cases,37.91727452,-121.9256384,12,3/8/2020,48,,,,,1,8
Cases,37.91727452,-121.9256384,12,3/8/2020,48,,,,,1,8
Cases,37.91727452,-121.9256384,12,3/8/2020,48,,,,,1,8
Cases,37.91727452,-121.9256384,12,3/8/2020,48,,,,,1,8
Cases,37.91727452,-121.9256384,12,3/8/2020,48,,,,,1,8
Cases,33.70329,-117.761,4,3/8/2020,48,,,,,1,8
Cases,40.76442471,-122.0406394,1,3/8/2020,48,,,,,1,8
Cases,37.7775,-122.416,8,3/8/2020,48,,,,,1,8
Cases,37.7775,-122.416,8,3/8/2020,48,,,,,1,8
Cases,37.7775,-122.416,8,3/8/2020,48,,,,,1,8
Cases,37.7775,-122.416,8,3/8/2020,48,,,,,1,8
Cases,37.7775,-122.416,8,3/8/2020,48,,,,,1,8
Cases,39.06467181,-120.7156477,7,3/8/2020,48,,,,,1,8
Cases,39.06467181,-120.7156477,7,3/8/2020,48,,,,,1,8
Cases,36.21921388,-115.0185742,2,3/8/2020,48,,,,,1,8
Cases,40.67692559,-119.6637063,1,3/8/2020,48,,,,,1,8
Cases,41.29556771,-96.15382716,3,3/8/2020,48,,,,,1,8
Cases,41.29556771,-96.15382716,3,3/8/2020,48,,,,,1,8
Cases,29.85893327,-95.39707324,4,3/8/2020,48,,,,,1,8
Cases,29.5271845,-95.77118101,3,3/8/2020,48,,,,,1,8
Cases,29.5271845,-95.77118101,3,3/8/2020,48,,,,,1,8
Cases,29.5271845,-95.77118101,3,3/8/2020,48,,,,,1,8
Cases,44.82183528,-93.80284469,1,3/8/2020,48,,,,,1,8
Cases,41.67180992,-91.58862202,3,3/8/2020,48,,,,,1,8
Cases,41.67180992,-91.58862202,3,3/8/2020,48,,,,,1,8
Cases,41.67180992,-91.58862202,3,3/8/2020,48,,,,,1,8
Cases,41.84368402,-87.81673673,4,3/8/2020,48,,,,,1,8
Cases,41.39944018,-85.41860462,1,3/8/2020,48,,,,,1,8
Cases,39.76960626,-86.50933303,2,3/8/2020,48,,,,,1,8
Cases,39.76960626,-86.50933303,2,3/8/2020,48,,,,,1,8
Cases,38.18712682,-85.65815232,1,3/8/2020,48,,,,,1,8
Cases,38.04265052,-84.45891174,1,3/8/2020,48,,,,,1,8
Cases,36.16977654,-86.78477633,1,3/8/2020,48,,,,,1,8
Cases,34.24407618,-84.4760543,1,3/8/2020,48,,,,,1,8
Cases,33.94158342,-84.57636689,3,3/8/2020,48,,,,,1,8
Cases,33.94158342,-84.57636689,3,3/8/2020,48,,,,,1,8
Cases,34.33967981,-80.59100706,5,3/8/2020,48,,,,,1,8
Cases,34.33967981,-80.59100706,5,3/8/2020,48,,,,,1,8
Cases,34.33967981,-80.59100706,5,3/8/2020,48,,,,,1,8
Cases,38.84023192,-77.28025141,1,3/8/2020,48,,,,,1,8
Cases,38.87875126,-77.10001007,1,3/8/2020,48,,,,,1,8
Cases,40.96031581,-74.07497372,4,3/8/2020,48,,,,,1,8
Cases,41.62360572,-72.72707728,1,3/8/2020,48,,,,,1,8
Cases,42.3601,-71.0589,5,3/8/2020,48,,,,,1,8
Cases,42.16118,-71.2101,5,3/8/2020,48,,,,,1,8
Cases,42.16118,-71.2101,5,3/8/2020,48,,,,,1,8
Cases,42.16118,-71.2101,5,3/8/2020,48,,,,,1,8
Cases,42.16118,-71.2101,5,3/8/2020,48,,,,,1,8
Cases,42.48609196,-71.39239708,10,3/8/2020,48,,,,,1,8
Cases,42.48609196,-71.39239708,10,3/8/2020,48,,,,,1,8
Cases,42.48609196,-71.39239708,10,3/8/2020,48,,,,,1,8
Cases,42.48609196,-71.39239708,10,3/8/2020,48,,,,,1,8
Cases,42.48609196,-71.39239708,10,3/8/2020,48,,,,,1,8
Cases,42.33170089,-71.07343455,5,3/8/2020,48,,,,,1,8
Cases,42.33170089,-71.07343455,5,3/8/2020,48,,,,,1,8
Cases,42.33170089,-71.07343455,5,3/8/2020,48,,,,,1,8
Cases,42.33170089,-71.07343455,5,3/8/2020,48,,,,,1,8
Cases,42.33170089,-71.07343455,5,3/8/2020,48,,,,,1,8
Cases,21.45845587,-157.9731552,1,3/8/2020,48,,,,,1,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,41.1624921,-73.75696583,63,3/8/2020,48,,,,,2,8
Cases,40.87683837,-72.85859507,1,3/8/2020,48,,,,,1,8
Cases,35.18493569,-89.89607245,1,3/8/2020,48,,,,,1,8
Cases,42.35295002,-71.90817234,1,3/8/2020,48,,,,,1,8
Cases,47.02357632,-122.1021305,7,3/8/2020,48,,,,,1,8
Cases,47.02357632,-122.1021305,7,3/8/2020,48,,,,,1,8
Cases,47.02357632,-122.1021305,7,3/8/2020,48,,,,,1,8
Cases,47.6116276,-122.6762113,1,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,45.59429,-118.739,2,3/8/2020,48,,,,,1,8
Cases,45.5601,-123.099,11,3/8/2020,48,,,,,1,8
Cases,34.33967981,-80.59100706,5,3/8/2020,48,,,,,1,8
Cases,48.04818,-121.696,37,3/9/2020,49,,,,,1,8
Cases,48.04818,-121.696,37,3/9/2020,49,,,,,1,8
Cases,48.04818,-121.696,37,3/9/2020,49,,,,,1,8
Cases,48.04818,-121.696,37,3/9/2020,49,,,,,1,8
Cases,48.04818,-121.696,37,3/9/2020,49,,,,,1,8
Cases,48.04818,-121.696,37,3/9/2020,49,,,,,1,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,40.66847296,-105.4612334,1,3/9/2020,49,,,,,1,8
Cases,33.18969065,-96.57407474,1,3/9/2020,49,,,,,1,8
Cases,29.83974771,-90.13816535,1,3/9/2020,49,,,,,1,8
Cases,35.84826921,-86.33877624,1,3/9/2020,49,,,,,1,8
Cases,34.26257121,-85.21456645,2,3/9/2020,49,,,,,1,8
Cases,40.7402348,-74.07398741,1,3/9/2020,49,,,,,1,8
Cases,40.20301015,-74.67119722,3,3/9/2020,49,,,,,1,8
Cases,40.20301015,-74.67119722,3,3/9/2020,49,,,,,1,8
Cases,40.20301015,-74.67119722,3,3/9/2020,49,,,,,1,8
Cases,40.21122015,-75.36693918,6,3/9/2020,49,,,,,1,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,41.1624921,-73.75696583,82,3/9/2020,49,,,,,3,8
Cases,40.73994647,-73.58825355,5,3/9/2020,49,,,,,1,8
Cases,40.73994647,-73.58825355,5,3/9/2020,49,,,,,1,8
Cases,40.661,-73.944,19,3/9/2020,49,,,,,1,8
Cases,40.661,-73.944,19,3/9/2020,49,,,,,1,8
Cases,40.661,-73.944,19,3/9/2020,49,,,,,1,8
Cases,40.661,-73.944,19,3/9/2020,49,,,,,1,8
Cases,41.15234991,-74.02337886,4,3/9/2020,49,,,,,1,8
Cases,41.15234991,-74.02337886,4,3/9/2020,49,,,,,1,8
Cases,41.15234991,-74.02337886,4,3/9/2020,49,,,,,1,8
Cases,41.15234991,-74.02337886,4,3/9/2020,49,,,,,1,8
Cases,41.88878753,-74.25877139,1,3/9/2020,49,,,,,1,8
Cases,43.10810418,-73.86667465,2,3/9/2020,49,,,,,1,8
Cases,43.10810418,-73.86667465,2,3/9/2020,49,,,,,1,8
Cases,40.661,-73.944,19,3/9/2020,49,,,,,1,8
Cases,38.83324914,-76.84541021,1,3/9/2020,49,,,,,1,8
Cases,38.84023192,-77.28025141,2,3/9/2020,49,,,,,1,8
Cases,38.18591989,-77.65675054,1,3/9/2020,49,,,,,1,8
Cases,37.23166,-121.693,42,3/9/2020,49,,,,,2,8
Cases,37.23166,-121.693,42,3/9/2020,49,,,,,2,8
Cases,37.23166,-121.693,42,3/9/2020,49,,,,,2,8
Cases,37.23166,-121.693,42,3/9/2020,49,,,,,2,8
Cases,37.23166,-121.693,42,3/9/2020,49,,,,,2,8
Cases,37.23166,-121.693,42,3/9/2020,49,,,,,2,8
Cases,29.05730729,-81.18413567,2,3/9/2020,49,,,,,1,8
Cases,38.04265052,-84.45891174,2,3/9/2020,49,,,,,1,8
Cases,38.44207206,-84.33169087,3,3/9/2020,49,,,,,1,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,37.7775,-122.416,13,3/9/2020,49,,,,,1,8
Cases,37.7775,-122.416,13,3/9/2020,49,,,,,1,8
Cases,37.7775,-122.416,13,3/9/2020,49,,,,,1,8
Cases,37.7775,-122.416,13,3/9/2020,49,,,,,1,8
Cases,37.7775,-122.416,13,3/9/2020,49,,,,,1,8
Cases,37.42222232,-122.3302662,8,3/9/2020,49,,,,,1,8
Cases,37.42222232,-122.3302662,8,3/9/2020,49,,,,,1,8
Cases,37.42222232,-122.3302662,8,3/9/2020,49,,,,,1,8
Cases,37.42222232,-122.3302662,8,3/9/2020,49,,,,,1,8
Cases,37.42222232,-122.3302662,8,3/9/2020,49,,,,,1,8
Cases,37.42222232,-122.3302662,8,3/9/2020,49,,,,,1,8
Cases,37.42222232,-122.3302662,8,3/9/2020,49,,,,,1,8
Cases,33.76833,-118.196,3,3/9/2020,49,,,,,1,8
Cases,33.76833,-118.196,3,3/9/2020,49,,,,,1,8
Cases,33.76833,-118.196,3,3/9/2020,49,,,,,1,8
Cases,38.07227897,-122.7183404,1,3/9/2020,49,,,,,1,8
Cases,37.05671494,-122.0015436,2,3/9/2020,49,,,,,1,8
Cases,33.74607879,-115.9927055,4,3/9/2020,49,,,,,1,8
Cases,33.74607879,-115.9927055,4,3/9/2020,49,,,,,1,8
Cases,33.74607879,-115.9927055,4,3/9/2020,49,,,,,1,8
Cases,33.03577,-116.732,3,3/9/2020,49,,,,,1,8
Cases,38.45354,-121.339,5,3/9/2020,49,,,,,1,8
Cases,38.45354,-121.339,5,3/9/2020,49,,,,,1,8
Cases,38.45354,-121.339,5,3/9/2020,49,,,,,1,8
Cases,38.45354,-121.339,5,3/9/2020,49,,,,,1,8
Cases,39.75909189,-104.8761799,3,3/9/2020,49,,,,,1,8
Cases,39.64894526,-104.3366105,1,3/9/2020,49,,,,,1,8
Cases,41.67180992,-91.58862202,7,3/9/2020,49,,,,,1,8
Cases,41.67180992,-91.58862202,7,3/9/2020,49,,,,,1,8
Cases,41.67180992,-91.58862202,7,3/9/2020,49,,,,,1,8
Cases,41.67180992,-91.58862202,7,3/9/2020,49,,,,,1,8
Cases,41.33583488,-95.54226311,1,3/9/2020,49,,,,,1,8
Cases,41.8781,-87.6298,7,3/9/2020,49,,,,,1,8
Cases,41.8781,-87.6298,7,3/9/2020,49,,,,,1,8
Cases,41.8781,-87.6298,7,3/9/2020,49,,,,,1,8
Cases,41.8781,-87.6298,7,3/9/2020,49,,,,,1,8
Cases,40.74585177,-84.93705259,1,3/9/2020,49,,,,,1,8
Cases,33.94158342,-84.57636689,4,3/9/2020,49,,,,,1,8
Cases,33.77185434,-84.22683762,2,3/9/2020,49,,,,,1,8
Cases,33.77185434,-84.22683762,2,3/9/2020,49,,,,,1,8
Cases,34.00115127,-85.1887486,1,3/9/2020,49,,,,,1,8
Cases,33.41395402,-84.49427844,1,3/9/2020,49,,,,,1,8
Cases,35.7905,-78.652,6,3/9/2020,49,,,,,1,8
Cases,35.7905,-78.652,6,3/9/2020,49,,,,,1,8
Cases,35.7905,-78.652,6,3/9/2020,49,,,,,1,8
Cases,35.7905,-78.652,6,3/9/2020,49,,,,,1,8
Cases,35.7905,-78.652,6,3/9/2020,49,,,,,1,8
Cases,39.91745099,-75.39947394,2,3/9/2020,49,,,,,1,8
Cases,40.21122015,-75.36693918,6,3/9/2020,49,,,,,1,8
Cases,40.21122015,-75.36693918,6,3/9/2020,49,,,,,1,8
Cases,40.21122015,-75.36693918,6,3/9/2020,49,,,,,1,8
Cases,40.661,-73.944,19,3/9/2020,49,,,,,1,8
Cases,41.62360572,-72.72707728,2,3/9/2020,49,,,,,1,8
Cases,42.16118,-71.2101,9,3/9/2020,49,,,,,1,8
Cases,42.16118,-71.2101,9,3/9/2020,49,,,,,1,8
Cases,42.16118,-71.2101,9,3/9/2020,49,,,,,1,8
Cases,42.16118,-71.2101,9,3/9/2020,49,,,,,1,8
Cases,42.37182695,-73.20721759,5,3/9/2020,49,,,,,1,8
Cases,42.37182695,-73.20721759,5,3/9/2020,49,,,,,1,8
Cases,42.37182695,-73.20721759,5,3/9/2020,49,,,,,1,8
Cases,42.37182695,-73.20721759,5,3/9/2020,49,,,,,1,8
Cases,42.48609196,-71.39239708,14,3/9/2020,49,,,,,1,8
Cases,42.48609196,-71.39239708,14,3/9/2020,49,,,,,1,8
Cases,42.48609196,-71.39239708,14,3/9/2020,49,,,,,1,8
Cases,42.48609196,-71.39239708,14,3/9/2020,49,,,,,1,8
Cases,47.02357632,-122.1021305,14,3/9/2020,49,,,,,1,8
Cases,47.02357632,-122.1021305,14,3/9/2020,49,,,,,1,8
Cases,47.02357632,-122.1021305,14,3/9/2020,49,,,,,1,8
Cases,47.02357632,-122.1021305,14,3/9/2020,49,,,,,1,8
Cases,47.02357632,-122.1021305,14,3/9/2020,49,,,,,1,8
Cases,47.02357632,-122.1021305,14,3/9/2020,49,,,,,1,8
Cases,47.02357632,-122.1021305,14,3/9/2020,49,,,,,1,8
Cases,47.49133,-121.804,103,3/9/2020,49,,,,,3,8
Cases,38.90867251,-77.01539026,4,3/9/2020,49,,,,,1,8
Cases,38.90867251,-77.01539026,4,3/9/2020,49,,,,,1,8
Cases,38.90867251,-77.01539026,4,3/9/2020,49,,,,,1,8
Cases,41.42464273,-81.65878238,3,3/9/2020,49,,,,,1,8
Cases,41.42464273,-81.65878238,3,3/9/2020,49,,,,,1,8
Cases,41.42464273,-81.65878238,3,3/9/2020,49,,,,,1,8
Cases,44.71969891,-92.42193804,1,3/9/2020,49,,,,,1,8
Cases,39.62837984,-106.6953457,2,3/9/2020,49,,,,,1,8
Cases,35.84826921,-86.33877624,4,3/10/2020,50,,,,,1,8
Cases,41.22778,-111.961,1,3/10/2020,50,,,,,1,8
Cases,33.18969065,-96.57407474,3,3/10/2020,50,,,,,1,8
Cases,32.48174386,-94.81788012,1,3/10/2020,50,,,,,1,8
Cases,36.1218632,-95.94271198,2,3/10/2020,50,,,,,1,8
Cases,40.05168491,-86.46798149,1,3/10/2020,50,,,,,1,8
Cases,35.84826921,-86.33877624,4,3/10/2020,50,,,,,1,8
Cases,26.15218767,-80.48771463,5,3/10/2020,50,,,,,1,8
Cases,36.89457921,-76.25874093,2,3/10/2020,50,,,,,1,8
Cases,36.89457921,-76.25874093,2,3/10/2020,50,,,,,1,8
Cases,39.09349607,-77.6358915,1,3/10/2020,50,,,,,1,8
Cases,38.84023192,-77.28025141,3,3/10/2020,50,,,,,1,8
Cases,38.83324914,-76.84541021,3,3/10/2020,50,,,,,1,8
Cases,38.83324914,-76.84541021,3,3/10/2020,50,,,,,1,8
Cases,40.96031581,-74.07497372,6,3/10/2020,50,,,,,1,8
Cases,40.96031581,-74.07497372,6,3/10/2020,50,,,,,1,8
Cases,39.87875675,-74.66835303,2,3/10/2020,50,,,,,1,8
Cases,39.87875675,-74.66835303,2,3/10/2020,50,,,,,1,8
Cases,40.21122015,-75.36693918,7,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,41.15234991,-74.02337886,6,3/10/2020,50,,,,,1,8
Cases,40.73994647,-73.58825355,7,3/10/2020,50,,,,,1,8
Cases,40.73994647,-73.58825355,7,3/10/2020,50,,,,,1,8
Cases,41.15234991,-74.02337886,6,3/10/2020,50,,,,,1,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,41.1624921,-73.75696583,91,3/10/2020,50,,,,,3,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,40.661,-73.944,36,3/10/2020,50,,,,,1,8
Cases,42.37182695,-73.20721759,7,3/10/2020,50,,,,,1,8
Cases,42.37182695,-73.20721759,7,3/10/2020,50,,,,,1,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.48609196,-71.39239708,41,3/10/2020,50,,,,,2,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.33170089,-71.07343455,15,3/10/2020,50,,,,,1,8
Cases,42.67259231,-70.95615369,1,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,42.16118,-71.2101,20,3/10/2020,50,,,,,1,8
Cases,48.04818,-121.696,49,3/10/2020,50,,,,,2,8
Cases,48.04818,-121.696,49,3/10/2020,50,,,,,2,8
