region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date,a_2009_h1n1,a_h1,a_h3,a_subtyping_not_performed,a_unable_to_subtype,b,h3n2v,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season,regionnew,baseline,season_week_date,season_week_label,rili_minus,avg_rili_minus1,sd_rili_minus1,max_rili_minus,avg_rili_minus,sd_rili_minus,z_score,z_score_bin,rili_minus_is_max
HHS Regions,hhs8,2016,23,704,6,4,1.42045,0.852273,0.568182,6/5/2016,NA,NA,NA,NA,NA,NA,NA,0.568101,0.692886,85,55,NA,69,25,13,247,95,35648,6/5/2016,45,2015/2016,hhs8,1.4,NA,NA,0.4,0.248871638,0.20237798,0.77762246,0.241344218,0.202069134,0.78526697,"(0,1]",FALSE
HHS Regions,hhs9,2016,23,727,7,8,2.06327,0.962861,1.10041,6/5/2016,NA,NA,NA,NA,NA,NA,NA,1.30581,1.17075,176,168,NA,258,91,99,792,182,67649,6/5/2016,45,2015/2016,hhs9,2.6,NA,NA,0.492,0.376927428,0.254725219,0.771434681,0.362994953,0.256300214,0.502836905,"(0,1]",FALSE
HHS Regions,hhs10,2016,23,354,3,5,2.25989,0.847458,1.41243,6/5/2016,NA,NA,NA,NA,NA,NA,NA,0.274262,0.298211,6,5,NA,5,2,3,21,37,7042,6/5/2016,45,2015/2016,hhs10,1.1,NA,NA,0.244,0.266938377,0.210952313,0.688563158,0.260568431,0.205208986,-0.082227898,"(-1,0]",FALSE
HHS Regions,hhs1,2016,24,367,3,2,1.3624,0.817439,0.544959,6/12/2016,NA,NA,NA,NA,NA,NA,NA,0.512698,0.496255,67,15,NA,54,12,11,159,100,32040,6/12/2016,46,2015/2016,hhs1,1.3,NA,NA,0.389,0.264403306,0.199400974,0.60260436,0.275505063,0.204828386,0.55414653,"(0,1]",FALSE
HHS Regions,hhs2,2016,24,1056,8,9,1.60985,0.757576,0.852273,6/12/2016,NA,NA,NA,NA,NA,NA,NA,0.829248,1.35599,578,232,NA,470,91,95,1466,142,108113,6/12/2016,46,2015/2016,hhs2,2.3,NA,NA,0.355,0.391873007,0.285014603,1.052636617,0.386839532,0.281571393,-0.114007029,"(-1,0]",FALSE
HHS Regions,hhs3,2016,24,556,0,2,0.359712,0,0.359712,6/12/2016,NA,NA,NA,NA,NA,NA,NA,1.24603,1.34838,445,380,NA,591,119,69,1604,228,118958,6/12/2016,46,2015/2016,hhs3,1.8,NA,NA,0.69,0.356213254,0.245441708,0.749968835,0.347110966,0.23435239,1.462062565,"(1,2]",FALSE
HHS Regions,hhs4,2016,24,1705,20,55,4.39883,1.17302,3.22581,6/12/2016,NA,NA,NA,NA,NA,NA,NA,0.995012,1.01514,333,189,NA,311,118,52,1003,217,98804,6/12/2016,46,2015/2016,hhs4,1.6,NA,NA,0.595,0.253677288,0.173211773,0.594526946,0.252648643,0.168209254,2.032458344,"(2,3]",TRUE
HHS Regions,hhs5,2016,24,1186,4,3,0.590219,0.337268,0.252951,6/12/2016,NA,NA,NA,NA,NA,NA,NA,0.702271,0.675057,155,77,NA,148,57,35,472,212,69920,6/12/2016,46,2015/2016,hhs5,1.9,NA,NA,0.367,0.268290858,0.175281599,0.571356015,0.271221401,0.171814321,0.559984572,"(0,1]",FALSE
HHS Regions,hhs6,2016,24,1433,14,20,2.37264,0.976971,1.39567,6/12/2016,NA,NA,NA,NA,NA,NA,NA,1.64698,1.37774,352,231,NA,278,78,87,1026,183,74470,6/12/2016,46,2015/2016,hhs6,3.6,NA,NA,0.447,0.26313286,0.175147657,0.563223206,0.260444588,0.18112024,1.02801962,"(1,2]",FALSE
HHS Regions,hhs7,2016,24,401,0,0,0,0,0,6/12/2016,NA,NA,NA,NA,NA,NA,NA,0.309099,0.2577,3,4,NA,10,2,2,21,42,8149,6/12/2016,46,2015/2016,hhs7,1.7,NA,NA,0.182,0.142648723,0.196307135,0.916287555,0.130146264,0.141943619,0.364064814,"(0,1]",FALSE
HHS Regions,hhs8,2016,24,608,1,0,0.164474,0.164474,0,6/12/2016,NA,NA,NA,NA,NA,NA,NA,0.540166,0.717589,56,69,NA,105,17,9,256,92,35675,6/12/2016,46,2015/2016,hhs8,1.4,NA,NA,0.385,0.204630387,0.174960928,0.609314522,0.219504302,0.182555367,0.907636752,"(0,1]",FALSE
HHS Regions,hhs9,2016,24,685,6,3,1.31387,0.875912,0.437956,6/12/2016,NA,NA,NA,NA,NA,NA,NA,1.21624,1.13069,194,153,NA,196,92,105,740,187,65447,6/12/2016,46,2015/2016,hhs9,2.6,NA,NA,0.462,0.347673929,0.241998989,0.81284545,0.355941042,0.241030445,0.438523406,"(0,1]",FALSE
HHS Regions,hhs10,2016,24,367,3,0,0.817439,0.817439,0,6/12/2016,NA,NA,NA,NA,NA,NA,NA,0.334307,0.367711,6,4,NA,8,2,1,21,37,5711,6/12/2016,46,2015/2016,hhs10,1.1,NA,NA,0.301,0.224267893,0.165367085,0.541457895,0.233295173,0.180675078,0.37711874,"(0,1]",FALSE
HHS Regions,hhs1,2016,25,296,1,2,1.01351,0.337838,0.675676,6/19/2016,NA,NA,NA,NA,NA,NA,NA,0.398488,0.411629,48,15,NA,39,17,8,127,98,30853,6/19/2016,47,2015/2016,hhs1,1.3,NA,NA,0.303,0.291622666,0.223825357,0.833739354,0.269879093,0.202366571,0.165755801,"(0,1]",FALSE
HHS Regions,hhs2,2016,25,978,2,8,1.02249,0.204499,0.817996,6/19/2016,NA,NA,NA,NA,NA,NA,NA,0.805577,1.29755,587,235,NA,475,96,65,1458,140,112366,6/19/2016,47,2015/2016,hhs2,2.3,NA,NA,0.347,0.373273878,0.285517829,1.024869322,0.363113119,0.276717721,-0.059423478,"(-1,0]",FALSE
HHS Regions,hhs3,2016,25,552,0,1,0.181159,0,0.181159,6/19/2016,NA,NA,NA,NA,NA,NA,NA,1.27777,1.22334,416,318,NA,446,106,69,1355,221,110762,6/19/2016,47,2015/2016,hhs3,1.8,NA,NA,0.709,0.330241077,0.239622877,0.871359598,0.334897694,0.229593363,1.627610338,"(1,2]",FALSE
HHS Regions,hhs4,2016,25,1515,17,49,4.35644,1.12211,3.23432,6/19/2016,NA,NA,NA,NA,NA,NA,NA,0.844627,0.872678,301,172,NA,272,65,36,846,210,96943,6/19/2016,47,2015/2016,hhs4,1.6,NA,NA,0.505,0.22941664,0.152680212,0.504894582,0.233335235,0.155118576,1.750656524,"(1,2]",TRUE
HHS Regions,hhs5,2016,25,1079,3,3,0.55607,0.278035,0.278035,6/19/2016,NA,NA,NA,NA,NA,NA,NA,0.57142,0.699422,181,70,NA,159,45,29,484,218,69200,6/19/2016,47,2015/2016,hhs5,1.9,NA,NA,0.299,0.254611971,0.1633628,0.523130275,0.259027802,0.164055167,0.244108137,"(0,1]",FALSE
HHS Regions,hhs6,2016,25,1189,15,15,2.52313,1.26156,1.26156,6/19/2016,NA,NA,NA,NA,NA,NA,NA,1.44474,1.26708,330,188,NA,244,84,89,935,180,73792,6/19/2016,47,2015/2016,hhs6,3.6,NA,NA,0.391,0.241032182,0.168902888,0.523380844,0.257701364,0.18000252,0.741598292,"(0,1]",FALSE
HHS Regions,hhs7,2016,25,282,0,0,0,0,0,6/19/2016,NA,NA,NA,NA,NA,NA,NA,0.306155,0.342195,6,8,NA,7,3,2,26,40,7598,6/19/2016,47,2015/2016,hhs7,1.7,NA,NA,0.18,0.107822299,0.091301814,0.269864737,0.127126045,0.139307317,0.380203515,"(0,1]",FALSE
HHS Regions,hhs8,2016,25,539,2,2,0.742115,0.371058,0.371058,6/19/2016,NA,NA,NA,NA,NA,NA,NA,0.464534,0.662876,58,51,NA,69,18,1,197,86,29719,6/19/2016,47,2015/2016,hhs8,1.4,NA,NA,0.329,0.205010881,0.173867256,0.60397769,0.200610746,0.171665707,0.749927548,"(0,1]",FALSE
HHS Regions,hhs9,2016,25,699,1,3,0.572246,0.143062,0.429185,6/19/2016,NA,NA,NA,NA,NA,NA,NA,1.07191,0.890253,132,117,NA,192,55,87,583,177,65487,6/19/2016,47,2015/2016,hhs9,2.6,NA,NA,0.41,0.343221769,0.235942822,0.819745421,0.337885385,0.233505473,0.308465902,"(0,1]",FALSE
HHS Regions,hhs10,2016,25,288,3,0,1.04167,1.04167,0,6/19/2016,NA,NA,NA,NA,NA,NA,NA,0.218156,0.218634,3,4,NA,2,4,0,13,32,5946,6/19/2016,47,2015/2016,hhs10,1.1,NA,NA,0.196,0.20867925,0.165185562,0.546278947,0.199141162,0.154285373,-0.01868877,"(-1,0]",FALSE
HHS Regions,hhs1,2016,26,268,1,0,0.373134,0.373134,0,6/26/2016,NA,NA,NA,NA,NA,NA,NA,0.392526,0.419073,57,14,NA,29,13,14,127,100,30305,6/26/2016,48,2015/2016,hhs1,1.3,NA,NA,0.301,0.253611307,0.189985288,0.639686928,0.268162026,0.199059877,0.164043097,"(0,1]",FALSE
HHS Regions,hhs2,2016,26,899,1,2,0.333704,0.111235,0.222469,6/26/2016,NA,NA,NA,NA,NA,NA,NA,0.839301,1.2534,503,236,NA,462,91,60,1352,136,107867,6/26/2016,48,2015/2016,hhs2,2.3,NA,NA,0.364,0.324192472,0.267759871,0.939966663,0.323924519,0.257572979,0.154407609,"(0,1]",FALSE
HHS Regions,hhs3,2016,26,442,0,3,0.678733,0,0.678733,6/26/2016,NA,NA,NA,NA,NA,NA,NA,1.17232,1.20469,386,302,NA,434,93,66,1281,217,106334,6/26/2016,48,2015/2016,hhs3,1.8,NA,NA,0.647,0.318238752,0.21144606,0.646868376,0.32167579,0.219575847,1.481003446,"(1,2]",TRUE
HHS Regions,hhs4,2016,26,1180,13,27,3.38983,1.10169,2.28814,6/26/2016,NA,NA,NA,NA,NA,NA,NA,0.713695,0.810457,249,151,NA,226,65,45,736,213,90813,6/26/2016,48,2015/2016,hhs4,1.6,NA,NA,0.431,0.216911776,0.142937697,0.43093872,0.224008972,0.14707503,1.406967234,"(1,2]",TRUE
HHS Regions,hhs5,2016,26,851,1,2,0.352526,0.117509,0.235018,6/26/2016,NA,NA,NA,NA,NA,NA,NA,0.561355,0.764048,184,83,NA,134,43,30,474,209,62038,6/26/2016,48,2015/2016,hhs5,1.9,NA,NA,0.294,0.254180575,0.160497865,0.486713038,0.255177541,0.163063033,0.24058746,"(0,1]",FALSE
HHS Regions,hhs6,2016,26,881,3,12,1.70261,0.340522,1.36209,6/26/2016,NA,NA,NA,NA,NA,NA,NA,1.42227,1.211,304,182,NA,234,79,72,871,173,71924,6/26/2016,48,2015/2016,hhs6,3.6,NA,NA,0.388,0.268939049,0.201567203,0.791419953,0.24683999,0.177747292,0.796121401,"(0,1]",FALSE
HHS Regions,hhs7,2016,26,309,0,1,0.323625,0,0.323625,6/26/2016,NA,NA,NA,NA,NA,NA,NA,0.294126,0.345837,5,11,NA,5,3,2,26,41,7518,6/26/2016,48,2015/2016,hhs7,1.7,NA,NA,0.172,0.130907113,0.111971114,0.357547368,0.120540594,0.100740556,0.515331477,"(0,1]",FALSE
HHS Regions,hhs8,2016,26,578,2,0,0.346021,0.346021,0,6/26/2016,NA,NA,NA,NA,NA,NA,NA,0.477685,0.676116,55,45,NA,99,17,12,228,89,33722,6/26/2016,48,2015/2016,hhs8,1.4,NA,NA,0.34,0.19219097,0.173957752,0.515768732,0.1953281,0.168040628,0.86107055,"(0,1]",FALSE
HHS Regions,hhs9,2016,26,632,4,4,1.26582,0.632911,0.632911,6/26/2016,NA,NA,NA,NA,NA,NA,NA,1.14158,1.01078,130,120,NA,185,66,83,584,169,57777,6/26/2016,48,2015/2016,hhs9,2.6,NA,NA,0.434,0.322760455,0.232733457,0.710575,0.323306526,0.229107159,0.481018924,"(0,1]",FALSE
HHS Regions,hhs10,2016,26,258,1,0,0.387597,0.387597,0,6/26/2016,NA,NA,NA,NA,NA,NA,NA,0.10407,0.127389,0,2,NA,2,3,0,7,35,5495,6/26/2016,48,2015/2016,hhs10,1.1,NA,NA,0.094,0.164476345,0.130502245,0.411408124,0.180969395,0.150016187,-0.578117652,"(-1,0]",FALSE
HHS Regions,hhs1,2016,27,246,1,0,0.406504,0.406504,0,7/3/2016,NA,NA,NA,NA,NA,NA,NA,0.3677,0.36847,34,7,NA,28,8,7,84,97,22797,7/3/2016,49,2015/2016,hhs1,1.3,NA,NA,0.282,0.259252105,0.188612072,0.58523,0.246773794,0.182531599,0.191323468,"(0,1]",FALSE
HHS Regions,hhs2,2016,27,741,2,1,0.404858,0.269906,0.134953,7/3/2016,NA,NA,NA,NA,NA,NA,NA,0.682034,1.12002,431,207,NA,366,93,59,1156,129,103212,7/3/2016,49,2015/2016,hhs2,2.3,NA,NA,0.295,0.274307209,0.216803338,0.715954168,0.298489386,0.237990119,-0.013250198,"(-1,0]",FALSE
HHS Regions,hhs3,2016,27,399,1,3,1.00251,0.250627,0.75188,7/3/2016,NA,NA,NA,NA,NA,NA,NA,1.08185,1.09677,321,263,NA,429,100,56,1169,215,106586,7/3/2016,49,2015/2016,hhs3,1.8,NA,NA,0.595,0.316547542,0.216765035,0.727809324,0.318585433,0.220764446,1.252090118,"(1,2]",FALSE
HHS Regions,hhs4,2016,27,1207,12,17,2.40265,0.9942,1.40845,7/3/2016,NA,NA,NA,NA,NA,NA,NA,0.675263,0.828523,269,108,NA,253,44,48,722,211,87143,7/3/2016,49,2015/2016,hhs4,1.6,NA,NA,0.412,0.2256985,0.152067314,0.488417262,0.215580656,0.141504663,1.387364804,"(1,2]",FALSE
HHS Regions,hhs5,2016,27,804,0,1,0.124378,0,0.124378,7/3/2016,NA,NA,NA,NA,NA,NA,NA,0.528919,0.638404,124,78,NA,114,44,38,398,209,62343,7/3/2016,49,2015/2016,hhs5,1.9,NA,NA,0.278,0.256740077,0.172771795,0.595130393,0.245065132,0.15768037,0.209075156,"(0,1]",FALSE
HHS Regions,hhs6,2016,27,1030,4,4,0.776699,0.38835,0.38835,7/3/2016,NA,NA,NA,NA,NA,NA,NA,1.36613,1.17803,284,175,NA,218,85,82,844,177,71645,7/3/2016,49,2015/2016,hhs6,3.6,NA,NA,0.377,0.230548739,0.166759511,0.519950124,0.24505249,0.172810678,0.760836343,"(0,1]",FALSE
HHS Regions,hhs7,2016,27,341,0,3,0.879765,0,0.879765,7/3/2016,NA,NA,NA,NA,NA,NA,NA,0.373576,0.37464,8,5,NA,6,4,3,26,42,6940,7/3/2016,49,2015/2016,hhs7,1.7,NA,NA,0.218,0.12289237,0.101247875,0.324784211,0.118443245,0.103331391,0.961702473,"(0,1]",FALSE
HHS Regions,hhs8,2016,27,542,2,0,0.369004,0.369004,0,7/3/2016,NA,NA,NA,NA,NA,NA,NA,0.451657,0.706769,55,60,NA,82,17,11,225,90,31835,7/3/2016,49,2015/2016,hhs8,1.4,NA,NA,0.321,0.188782448,0.163577869,0.529168505,0.187829873,0.172708841,0.773508855,"(0,1]",FALSE
HHS Regions,hhs9,2016,27,387,1,0,0.258398,0.258398,0,7/3/2016,NA,NA,NA,NA,NA,NA,NA,1.09858,0.930485,117,79,NA,145,62,77,480,171,51586,7/3/2016,49,2015/2016,hhs9,2.6,NA,NA,0.421,0.303937353,0.227654571,0.735486043,0.299636071,0.219494239,0.554925213,"(0,1]",FALSE
HHS Regions,hhs10,2016,27,281,1,1,0.711744,0.355872,0.355872,7/3/2016,NA,NA,NA,NA,NA,NA,NA,0.177107,0.254777,3,3,NA,0,6,2,14,38,5495,7/3/2016,49,2015/2016,hhs10,1.1,NA,NA,0.16,0.169752589,0.155304865,0.478637876,0.1658847,0.138128713,-0.043613595,"(-1,0]",FALSE
HHS Regions,hhs1,2016,28,228,0,0,0,0,0,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.377947,0.384873,45,11,NA,40,8,5,109,99,28321,7/10/2016,50,2015/2016,hhs1,1.3,7/5/2020,5-Jul,0.291,0.227457971,0.175654732,0.543410714,0.235566802,0.177861006,0.31013914,"(0,1]",FALSE
HHS Regions,hhs2,2016,28,752,2,2,0.531915,0.265957,0.265957,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.660509,1.02523,417,231,NA,344,88,62,1142,136,111390,7/10/2016,50,2015/2016,hhs2,2.3,7/5/2020,5-Jul,0.286,0.296968478,0.235172101,0.89590448,0.286153927,0.232556803,-0.002165675,"(-1,0]",FALSE
HHS Regions,hhs3,2016,28,477,0,1,0.209644,0,0.209644,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.966718,0.938241,285,239,NA,382,89,54,1049,213,111805,7/10/2016,50,2015/2016,hhs3,1.8,7/5/2020,5-Jul,0.536,0.320970006,0.243198446,0.810066667,0.309524597,0.222109688,1.01938387,"(1,2]",FALSE
HHS Regions,hhs4,2016,28,1146,11,8,1.65794,0.95986,0.69808,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.65847,0.749556,268,130,NA,226,50,39,713,208,95123,7/10/2016,50,2015/2016,hhs4,1.6,7/5/2020,5-Jul,0.405,0.204131693,0.134817063,0.404720602,0.208622896,0.137645617,1.424656375,"(1,2]",TRUE
HHS Regions,hhs5,2016,28,982,1,1,0.203666,0.101833,0.101833,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.530323,0.635038,148,103,NA,117,56,41,465,210,73224,7/10/2016,50,2015/2016,hhs5,1.9,7/5/2020,5-Jul,0.279,0.224274743,0.143752871,0.475523026,0.234598245,0.150326059,0.292368845,"(0,1]",FALSE
HHS Regions,hhs6,2016,28,964,6,11,1.76349,0.622407,1.14108,7/10/2016,NA,NA,NA,NA,NA,NA,NA,1.28243,1.14763,260,174,NA,210,63,88,795,179,69273,7/10/2016,50,2015/2016,hhs6,3.6,7/5/2020,5-Jul,0.35,0.235669681,0.151941837,0.511837654,0.228982013,0.153153562,0.789837672,"(0,1]",FALSE
HHS Regions,hhs7,2016,28,311,1,1,0.643087,0.321543,0.321543,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.266904,0.264584,6,4,NA,5,4,2,21,43,7937,7/10/2016,50,2015/2016,hhs7,1.7,7/5/2020,5-Jul,0.156,0.101530252,0.098879755,0.331693684,0.113306952,0.098336297,0.434079178,"(0,1]",FALSE
HHS Regions,hhs8,2016,28,563,1,1,0.35524,0.17762,0.17762,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.417195,0.686433,56,72,NA,110,15,10,263,94,38314,7/10/2016,50,2015/2016,hhs8,1.4,7/5/2020,5-Jul,0.297,0.182516202,0.18776675,0.800070588,0.18597095,0.188474303,0.588763957,"(0,1]",FALSE
HHS Regions,hhs9,2016,28,634,2,6,1.26183,0.315457,0.946372,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.960341,0.831977,122,96,NA,162,45,81,506,174,60819,7/10/2016,50,2015/2016,hhs9,2.6,7/5/2020,5-Jul,0.365,0.272210404,0.204358715,0.694427783,0.28639663,0.214142362,0.365665965,"(0,1]",FALSE
HHS Regions,hhs10,2016,28,271,0,0,0,0,0,7/10/2016,NA,NA,NA,NA,NA,NA,NA,0.235844,0.246629,3,4,NA,3,4,1,15,36,6082,7/10/2016,50,2015/2016,hhs10,1.1,7/5/2020,5-Jul,0.214,0.163425167,0.133720596,0.436731584,0.160735264,0.136675464,0.392670129,"(0,1]",FALSE
HHS Regions,hhs1,2016,29,95,1,1,2.10526,1.05263,1.05263,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.396991,0.410541,47,11,NA,37,9,13,117,100,28499,7/17/2016,51,2015/2016,hhs1,1.3,NA,NA,0.299,0.21999033,0.174861532,0.655410714,0.216389186,0.165657589,0.498374463,"(0,1]",FALSE
HHS Regions,hhs2,2016,29,703,0,3,0.426743,0,0.426743,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.679526,1.19322,504,248,NA,407,80,73,1312,131,109955,7/17/2016,51,2015/2016,hhs2,2.3,NA,NA,0.294,0.287186094,0.254594694,1.061614888,0.280504963,0.228636118,0.059834504,"(0,1]",FALSE
HHS Regions,hhs3,2016,29,497,0,0,0,0,0,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.960438,0.896441,289,207,NA,350,70,60,976,212,108875,7/17/2016,51,2015/2016,hhs3,1.8,NA,NA,0.534,0.291056243,0.214517368,0.722002866,0.295046973,0.21881151,1.090114932,"(1,2]",FALSE
HHS Regions,hhs4,2016,29,1125,7,17,2.13333,0.622222,1.51111,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.637795,0.686011,231,121,NA,237,48,51,688,228,100290,7/17/2016,51,2015/2016,hhs4,1.6,NA,NA,0.39,0.196038495,0.129810437,0.395162438,0.202756025,0.132264101,1.416574329,"(1,2]",FALSE
HHS Regions,hhs5,2016,29,806,2,0,0.248139,0.248139,0,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.524615,0.609041,148,87,NA,118,46,27,426,205,69946,7/17/2016,51,2015/2016,hhs5,1.9,NA,NA,0.275,0.222779915,0.136599393,0.434654173,0.219519095,0.134738707,0.414943259,"(0,1]",FALSE
HHS Regions,hhs6,2016,29,908,2,3,0.550661,0.220264,0.330396,7/17/2016,NA,NA,NA,NA,NA,NA,NA,1.16551,1.08412,288,154,NA,232,67,65,806,175,74346,7/17/2016,51,2015/2016,hhs6,3.6,NA,NA,0.322,0.220727617,0.146922035,0.480839296,0.225462807,0.145006878,0.665535262,"(0,1]",FALSE
HHS Regions,hhs7,2016,29,291,1,1,0.687285,0.343643,0.343643,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.162856,0.159314,4,6,NA,1,1,1,13,41,8160,7/17/2016,51,2015/2016,hhs7,1.7,NA,NA,0.095,0.115498235,0.098265548,0.3063,0.117830378,0.116320554,-0.195074152,"(-1,0]",FALSE
HHS Regions,hhs8,2016,29,521,3,1,0.767754,0.575816,0.191939,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.43248,0.615684,52,56,NA,85,9,7,209,89,33946,7/17/2016,51,2015/2016,hhs8,1.4,NA,NA,0.307,0.186614199,0.218896095,0.997076471,0.186707851,0.197318625,0.60731587,"(0,1]",FALSE
HHS Regions,hhs9,2016,29,684,7,0,1.02339,1.02339,0,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.88295,0.806131,105,101,NA,152,52,77,487,172,60412,7/17/2016,51,2015/2016,hhs9,2.6,NA,NA,0.336,0.283042134,0.218641589,0.724177227,0.268522012,0.203591248,0.332031704,"(0,1]",FALSE
HHS Regions,hhs10,2016,29,258,1,0,0.387597,0.387597,0,7/17/2016,NA,NA,NA,NA,NA,NA,NA,0.151754,0.171145,2,3,NA,2,2,1,10,35,5843,7/17/2016,51,2015/2016,hhs10,1.1,NA,NA,0.137,0.149028037,0.124829737,0.500193158,0.159687334,0.136089159,-0.163597703,"(-1,0]",FALSE
HHS Regions,hhs1,2016,30,112,0,0,0,0,0,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.354401,0.381907,40,11,NA,45,4,9,109,94,28541,7/24/2016,52,2015/2016,hhs1,1.3,NA,NA,0.273,0.201719257,0.152126076,0.493109091,0.206368715,0.154468237,0.428874185,"(0,1]",FALSE
HHS Regions,hhs2,2016,30,713,1,0,0.140252,0.140252,0,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.746436,1.16374,500,230,NA,411,70,60,1271,139,109217,7/24/2016,52,2015/2016,hhs2,2.3,NA,NA,0.324,0.257360317,0.201954621,0.747714214,0.274042628,0.227503769,0.219950613,"(0,1]",FALSE
HHS Regions,hhs3,2016,30,470,0,0,0,0,0,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.973083,0.959771,259,266,NA,365,64,54,1008,211,105025,7/24/2016,52,2015/2016,hhs3,1.8,NA,NA,0.541,0.273114669,0.204468774,0.656998067,0.285329871,0.203398671,1.25503178,"(1,2]",FALSE
HHS Regions,hhs4,2016,30,1116,10,16,2.32975,0.896057,1.43369,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.653224,0.684156,224,130,NA,268,57,34,713,235,104216,7/24/2016,52,2015/2016,hhs4,1.6,NA,NA,0.399,0.208097886,0.137992435,0.433303898,0.199000698,0.13259551,1.506481986,"(1,2]",FALSE
HHS Regions,hhs5,2016,30,809,2,0,0.247219,0.247219,0,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.571754,0.588923,132,89,NA,120,37,25,403,197,68430,7/24/2016,52,2015/2016,hhs5,1.9,NA,NA,0.3,0.211502628,0.129484057,0.410927162,0.218494664,0.132105324,0.618329016,"(0,1]",FALSE
HHS Regions,hhs6,2016,30,884,4,7,1.24434,0.452489,0.791855,7/24/2016,NA,NA,NA,NA,NA,NA,NA,1.2563,1.07687,252,174,NA,181,54,68,729,177,67696,7/24/2016,52,2015/2016,hhs6,3.6,NA,NA,0.345,0.219991123,0.142292489,0.430038855,0.216893976,0.142293876,0.897690387,"(0,1]",FALSE
HHS Regions,hhs7,2016,30,318,0,0,0,0,0,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.325119,0.233243,5,4,NA,8,2,0,19,42,8146,7/24/2016,52,2015/2016,hhs7,1.7,NA,NA,0.191,0.136462646,0.14764474,0.637489474,0.123980328,0.117812312,0.570960211,"(0,1]",FALSE
HHS Regions,hhs8,2016,30,508,0,0,0,0,0,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.35978,0.635222,60,57,NA,81,17,6,221,89,34791,7/24/2016,52,2015/2016,hhs8,1.4,NA,NA,0.257,0.190993153,0.193138483,0.8218,0.193372846,0.221421073,0.287293651,"(0,1]",FALSE
HHS Regions,hhs9,2016,30,569,2,1,0.527241,0.351494,0.175747,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.798763,0.703896,104,72,NA,141,54,65,436,175,61941,7/24/2016,52,2015/2016,hhs9,2.6,NA,NA,0.306,0.250313498,0.195311693,0.731368773,0.256103179,0.201856382,0.245192088,"(0,1]",FALSE
HHS Regions,hhs10,2016,30,257,1,1,0.77821,0.389105,0.389105,7/24/2016,NA,NA,NA,NA,NA,NA,NA,0.239537,0.300526,4,3,NA,4,3,2,16,34,5324,7/24/2016,52,2015/2016,hhs10,1.1,NA,NA,0.216,0.166608797,0.153873632,0.633742105,0.154917132,0.135329704,0.451853054,"(0,1]",FALSE
HHS Regions,hhs1,2016,31,203,0,1,0.492611,0,0.492611,7/31/2016,NA,NA,NA,NA,NA,NA,NA,0.379867,0.387125,47,10,NA,33,9,6,105,89,27123,7/31/2016,1,2015/2016,hhs1,1.3,NA,NA,0.291,0.197525149,0.139965882,0.44424,0.198853455,0.148499069,0.61894323,"(0,1]",FALSE
HHS Regions,hhs2,2016,31,665,0,0,0,0,0,7/31/2016,NA,NA,NA,NA,NA,NA,NA,0.634354,1.10631,412,249,NA,401,85,54,1201,129,108559,7/31/2016,1,2015/2016,hhs2,2.3,NA,NA,0.276,0.261384467,0.214344379,0.767109265,0.267524961,0.211730228,0.039111684,"(0,1]",FALSE
HHS Regions,hhs3,2016,31,453,1,0,0.220751,0.220751,0,7/31/2016,NA,NA,NA,NA,NA,NA,NA,0.964079,0.890844,270,220,NA,307,63,45,905,204,101589,7/31/2016,1,2015/2016,hhs3,1.8,NA,NA,0.534,0.3001168,0.214118457,0.721716,0.294297554,0.206053708,1.165325058,"(1,2]",FALSE
HHS Regions,hhs4,2016,31,1094,12,11,2.10238,1.09689,1.00548,7/31/2016,NA,NA,NA,NA,NA,NA,NA,0.615225,0.691657,254,125,NA,219,52,34,684,228,98893,7/31/2016,1,2015/2016,hhs4,1.6,NA,NA,0.376,0.194259971,0.137163033,0.502435287,0.204924229,0.140633563,1.219534037,"(1,2]",FALSE
