region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date,a_2009_h1n1,a_h1,a_h3,a_subtyping_not_performed,a_unable_to_subtype,b,h3n2v,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season,regionnew,baseline,season_week_date,season_week_label,rili_minus,avg_rili_minus1,sd_rili_minus1,max_rili_minus,avg_rili_minus,sd_rili_minus,z_score,z_score_bin,rili_minus_is_max
HHS Regions,hhs1,2015,40,693,2,3,0.721501,0.2886,0.4329,10/4/2015,NA,NA,NA,NA,NA,NA,NA,0.743302,0.684364,103,50,NA,133,23,13,322,134,47051,10/4/2015,10,2015/2016,hhs1,1.3,9/29/2019,29-Sep,0.568,0.472661246,0.209120298,1.241111402,0.466160279,0.331205506,0.306411449,"(0,1]",FALSE
HHS Regions,hhs2,2015,40,1220,5,0,0.409836,0.409836,0,10/4/2015,NA,NA,NA,NA,NA,NA,NA,1.03278,1.22475,547,294,NA,528,123,95,1587,199,129577,10/4/2015,10,2015/2016,hhs2,2.3,9/29/2019,29-Sep,0.447,0.667678551,0.817579124,4.151656351,0.612362082,0.680951465,-0.242554153,"(-1,0]",FALSE
HHS Regions,hhs3,2015,40,896,0,1,0.111607,0,0.111607,10/4/2015,NA,NA,NA,NA,NA,NA,NA,1.2178,1.24313,401,419,NA,625,144,81,1670,280,134338,10/4/2015,10,2015/2016,hhs3,1.8,9/29/2019,29-Sep,0.676,0.550369277,0.219728376,1.147776915,0.553135953,0.37726545,0.325141141,"(0,1]",FALSE
HHS Regions,hhs4,2015,40,2486,24,16,1.60901,0.965406,0.643604,10/4/2015,NA,NA,NA,NA,NA,NA,NA,1.01464,1.15781,486,231,NA,613,99,75,1504,299,129900,10/4/2015,10,2015/2016,hhs4,1.6,9/29/2019,29-Sep,0.624,0.520949398,0.381464423,2.140537111,0.527810362,0.429699756,0.223728544,"(0,1]",FALSE
HHS Regions,hhs5,2015,40,2138,14,3,0.795136,0.654818,0.140318,10/4/2015,NA,NA,NA,NA,NA,NA,NA,1.04259,1.17723,384,238,NA,444,159,103,1328,284,112807,10/4/2015,10,2015/2016,hhs5,1.9,9/29/2019,29-Sep,0.544,0.554028851,0.291612843,1.566127268,0.540674946,0.367952893,0.010037891,"(0,1]",FALSE
HHS Regions,hhs6,2015,40,1773,8,16,1.35364,0.451213,0.902425,10/4/2015,NA,NA,NA,NA,NA,NA,NA,2.5431,2.0819,559,476,NA,698,199,100,2032,267,97603,10/4/2015,10,2015/2016,hhs6,3.6,9/29/2019,29-Sep,0.697,0.443184105,0.388374915,1.9700676,0.455242438,0.403253933,0.599155693,"(0,1]",FALSE
HHS Regions,hhs7,2015,40,621,2,1,0.483092,0.322061,0.161031,10/4/2015,NA,NA,NA,NA,NA,NA,NA,0.873934,0.957817,46,46,NA,77,15,14,198,77,20672,10/4/2015,10,2015/2016,hhs7,1.7,9/29/2019,29-Sep,0.512,0.485550214,0.336924398,1.812870872,0.486560444,0.569241522,0.043979409,"(0,1]",FALSE
HHS Regions,hhs8,2015,40,824,1,1,0.242718,0.121359,0.121359,10/4/2015,NA,NA,NA,NA,NA,NA,NA,0.655949,0.842218,81,71,NA,156,26,12,346,121,41082,10/4/2015,10,2015/2016,hhs8,1.4,9/29/2019,29-Sep,0.467,0.568471511,0.667751052,3.345876947,0.510768478,0.693791882,-0.062512546,"(-1,0]",FALSE
HHS Regions,hhs9,2015,40,981,25,2,2.75229,2.54842,0.203874,10/4/2015,NA,NA,NA,NA,NA,NA,NA,1.34537,1.23884,204,176,NA,398,78,126,982,225,79268,10/4/2015,10,2015/2016,hhs9,2.6,9/29/2019,29-Sep,0.503,0.570842593,0.274987642,1.459038044,0.537367415,0.321478848,-0.106256258,"(-1,0]",FALSE
HHS Regions,hhs10,2015,40,397,3,0,0.755668,0.755668,0,10/4/2015,NA,NA,NA,NA,NA,NA,NA,0.497072,0.500344,38,14,NA,21,5,2,80,77,15989,10/4/2015,10,2015/2016,hhs10,1.1,9/29/2019,29-Sep,0.448,0.531110172,0.52640955,2.496589474,0.554197243,0.589332546,-0.179403543,"(-1,0]",FALSE
HHS Regions,hhs1,2015,41,752,11,4,1.99468,1.46277,0.531915,10/11/2015,NA,NA,NA,NA,NA,NA,NA,0.613241,0.575962,67,39,NA,123,16,12,257,134,44621,10/11/2015,11,2015/2016,hhs1,1.3,NA,NA,0.462,0.508846134,0.26945708,1.605260715,0.541234445,0.365784919,-0.21575515,"(-1,0]",FALSE
HHS Regions,hhs2,2015,41,1367,4,2,0.438917,0.292612,0.146306,10/11/2015,NA,NA,NA,NA,NA,NA,NA,0.951433,1.33928,572,305,NA,515,128,114,1634,189,122006,10/11/2015,11,2015/2016,hhs2,2.3,NA,NA,0.412,0.750765157,0.680121455,3.256254113,0.739612834,0.707624075,-0.463186565,"(-1,0]",FALSE
HHS Regions,hhs3,2015,41,1097,2,4,0.546946,0.182315,0.364631,10/11/2015,NA,NA,NA,NA,NA,NA,NA,1.26021,1.33709,428,426,NA,708,153,84,1799,276,134546,10/11/2015,11,2015/2016,hhs3,1.8,NA,NA,0.696,0.605068167,0.286500565,1.337933333,0.60410742,0.267824586,0.344180452,"(0,1]",FALSE
HHS Regions,hhs4,2015,41,2759,38,14,1.88474,1.37731,0.50743,10/11/2015,NA,NA,NA,NA,NA,NA,NA,1.07454,1.20254,486,285,NA,637,121,72,1601,304,133135,10/11/2015,11,2015/2016,hhs4,1.6,NA,NA,0.659,0.582598931,0.318561966,1.939691716,0.558193397,0.330502696,0.304797588,"(0,1]",FALSE
HHS Regions,hhs5,2015,41,2357,15,6,0.890963,0.636402,0.254561,10/11/2015,NA,NA,NA,NA,NA,NA,NA,1.16893,1.27682,444,243,NA,560,121,97,1465,288,114738,10/11/2015,11,2015/2016,hhs5,1.9,NA,NA,0.61,0.641381837,0.345879895,1.820302606,0.621364955,0.374286291,-0.031045962,"(-1,0]",FALSE
HHS Regions,hhs6,2015,41,1952,10,16,1.33197,0.512295,0.819672,10/11/2015,NA,NA,NA,NA,NA,NA,NA,2.80592,2.19389,640,483,NA,765,203,110,2201,265,100324,10/11/2015,11,2015/2016,hhs6,3.6,NA,NA,0.769,0.478043757,0.414640207,2.097171957,0.47716313,0.38254077,0.762996901,"(0,1]",FALSE
HHS Regions,hhs7,2015,41,690,5,5,1.44928,0.724638,0.724638,10/11/2015,NA,NA,NA,NA,NA,NA,NA,0.887407,0.927315,43,50,NA,74,18,19,204,77,21999,10/11/2015,11,2015/2016,hhs7,1.7,NA,NA,0.514,0.532332174,0.538533491,2.790843053,0.522916851,0.488016396,-0.017372439,"(-1,0]",FALSE
HHS Regions,hhs8,2015,41,843,3,0,0.355872,0.355872,0,10/11/2015,NA,NA,NA,NA,NA,NA,NA,0.672674,0.820126,76,68,NA,138,37,22,341,125,41579,10/11/2015,11,2015/2016,hhs8,1.4,NA,NA,0.479,0.591878334,0.848008447,4.340705164,0.598510196,0.779771398,-0.153556114,"(-1,0]",FALSE
HHS Regions,hhs9,2015,41,926,23,3,2.80778,2.4838,0.323974,10/11/2015,NA,NA,NA,NA,NA,NA,NA,1.48977,1.34225,227,189,NA,445,101,140,1102,239,82101,10/11/2015,11,2015/2016,hhs9,2.6,NA,NA,0.557,0.580726046,0.275388095,1.395977493,0.58472916,0.257138938,-0.108225359,"(-1,0]",FALSE
HHS Regions,hhs10,2015,41,368,5,0,1.3587,1.3587,0,10/11/2015,NA,NA,NA,NA,NA,NA,NA,0.756054,0.759702,33,14,NA,42,14,8,111,79,14611,10/11/2015,11,2015/2016,hhs10,1.1,NA,NA,0.678,0.658434244,0.469383863,2.098089474,0.586549233,0.434257175,0.210552523,"(0,1]",FALSE
HHS Regions,hhs1,2015,42,708,4,3,0.988701,0.564972,0.423729,10/18/2015,NA,NA,NA,NA,NA,NA,NA,0.721747,0.667951,83,48,NA,153,29,13,326,136,48806,10/18/2015,12,2015/2016,hhs1,1.3,NA,NA,0.55,0.642195954,0.530185206,2.353097633,0.629284271,0.577572529,-0.137789517,"(-1,0]",FALSE
HHS Regions,hhs2,2015,42,1395,1,2,0.215054,0.0716846,0.143369,10/18/2015,NA,NA,NA,NA,NA,NA,NA,1.23018,1.49285,687,299,NA,612,144,85,1827,191,122383,10/18/2015,12,2015/2016,hhs2,2.3,NA,NA,0.534,0.800394794,0.639892028,2.494092308,0.754674186,0.618135671,-0.357467731,"(-1,0]",FALSE
HHS Regions,hhs3,2015,42,1013,5,9,1.38203,0.493583,0.88845,10/18/2015,NA,NA,NA,NA,NA,NA,NA,1.53341,1.60714,534,504,NA,817,176,124,2155,277,134089,10/18/2015,12,2015/2016,hhs3,1.8,NA,NA,0.84,0.656884814,0.292769466,1.501885616,0.646599579,0.298379006,0.648575887,"(0,1]",FALSE
HHS Regions,hhs4,2015,42,2981,61,13,2.48239,2.04629,0.436095,10/18/2015,NA,NA,NA,NA,NA,NA,NA,1.04879,1.18186,489,323,NA,628,137,69,1646,309,139272,10/18/2015,12,2015/2016,hhs4,1.6,NA,NA,0.639,0.571031863,0.298081327,1.844007106,0.587607421,0.306301107,0.168508755,"(0,1]",FALSE
HHS Regions,hhs5,2015,42,2484,5,8,0.523349,0.201288,0.322061,10/18/2015,NA,NA,NA,NA,NA,NA,NA,1.06713,1.15997,401,232,NA,496,106,86,1321,290,113882,10/18/2015,12,2015/2016,hhs5,1.9,NA,NA,0.559,0.668684176,0.470559356,2.610641556,0.67655239,0.433652527,-0.271748439,"(-1,0]",FALSE
HHS Regions,hhs6,2015,42,1937,6,15,1.08415,0.309757,0.774393,10/18/2015,NA,NA,NA,NA,NA,NA,NA,2.98999,2.38991,661,585,NA,895,204,106,2451,268,102556,10/18/2015,12,2015/2016,hhs6,3.6,NA,NA,0.822,0.510261528,0.357532668,1.863011341,0.502233955,0.366516264,0.871214778,"(0,1]",FALSE
HHS Regions,hhs7,2015,42,724,6,0,0.828729,0.828729,0,10/18/2015,NA,NA,NA,NA,NA,NA,NA,1.12273,1.12114,63,57,NA,89,20,22,251,78,22388,10/18/2015,12,2015/2016,hhs7,1.7,NA,NA,0.655,0.550868166,0.575544471,3.045170697,0.555639045,0.538372127,0.184476854,"(0,1]",FALSE
HHS Regions,hhs8,2015,42,876,2,2,0.456621,0.228311,0.228311,10/18/2015,NA,NA,NA,NA,NA,NA,NA,0.688796,0.880592,87,91,NA,138,19,15,350,122,39746,10/18/2015,12,2015/2016,hhs8,1.4,NA,NA,0.49,0.635180742,0.845357483,4.313460268,0.605518953,0.782561499,-0.147935175,"(-1,0]",FALSE
HHS Regions,hhs9,2015,42,935,6,0,0.641711,0.641711,0,10/18/2015,NA,NA,NA,NA,NA,NA,NA,1.43902,1.34442,229,201,NA,499,108,124,1161,242,86357,10/18/2015,12,2015/2016,hhs9,2.6,NA,NA,0.55,0.602618841,0.229450628,1.303807449,0.604715146,0.25409039,-0.215661791,"(-1,0]",FALSE
HHS Regions,hhs10,2015,42,388,1,0,0.257732,0.257732,0,10/18/2015,NA,NA,NA,NA,NA,NA,NA,0.550018,0.615385,29,17,NA,33,8,9,96,82,15600,10/18/2015,12,2015/2016,hhs10,1.1,NA,NA,0.499,0.570103283,0.278123841,1.485755603,0.617723367,0.399338803,-0.297981826,"(-1,0]",FALSE
HHS Regions,hhs1,2015,43,716,1,1,0.27933,0.139665,0.139665,10/25/2015,NA,NA,NA,NA,NA,NA,NA,0.767136,0.615777,69,26,NA,148,26,21,290,133,47095,10/25/2015,13,2015/2016,hhs1,1.3,NA,NA,0.588,0.736810723,0.807064964,3.4375,0.710729194,0.733081263,-0.166793129,"(-1,0]",FALSE
HHS Regions,hhs2,2015,43,1414,7,3,0.707214,0.49505,0.212164,10/25/2015,NA,NA,NA,NA,NA,NA,NA,1.10278,1.43604,701,317,NA,533,95,89,1735,198,120818,10/25/2015,13,2015/2016,hhs2,2.3,NA,NA,0.476,0.712862605,0.553715116,2.464384487,0.802428883,0.680367762,-0.479667339,"(-1,0]",FALSE
HHS Regions,hhs3,2015,43,1034,1,3,0.386847,0.0967118,0.290135,10/25/2015,NA,NA,NA,NA,NA,NA,NA,1.39535,1.42706,454,467,NA,740,168,110,1939,280,135874,10/25/2015,13,2015/2016,hhs3,1.8,NA,NA,0.772,0.677845756,0.323777667,1.802130926,0.703144622,0.401145305,0.172134648,"(0,1]",FALSE
HHS Regions,hhs4,2015,43,2886,47,26,2.52945,1.62855,0.900901,10/25/2015,NA,NA,NA,NA,NA,NA,NA,1.07812,1.18476,494,284,NA,646,128,95,1647,306,139016,10/25/2015,13,2015/2016,hhs4,1.6,NA,NA,0.657,0.609191468,0.31505556,1.913148225,0.622468537,0.292998346,0.117107817,"(0,1]",FALSE
HHS Regions,hhs5,2015,43,2594,13,6,0.73246,0.501157,0.231303,10/25/2015,NA,NA,NA,NA,NA,NA,NA,1.115,1.23559,407,249,NA,515,121,91,1383,288,111930,10/25/2015,13,2015/2016,hhs5,1.9,NA,NA,0.583,0.719591157,0.487558425,2.738471291,0.698425238,0.476187649,-0.243352629,"(-1,0]",FALSE
HHS Regions,hhs6,2015,43,1774,20,5,1.40924,1.1274,0.281849,10/25/2015,NA,NA,NA,NA,NA,NA,NA,3.09627,2.33874,588,535,NA,819,217,98,2257,267,96505,10/25/2015,13,2015/2016,hhs6,3.6,NA,NA,0.848,0.518396579,0.339243163,1.625173758,0.536565984,0.336688629,0.924855988,"(0,1]",FALSE
HHS Regions,hhs7,2015,43,742,4,5,1.21294,0.539084,0.673854,10/25/2015,NA,NA,NA,NA,NA,NA,NA,0.854524,0.926501,45,55,NA,70,24,15,209,82,22558,10/25/2015,13,2015/2016,hhs7,1.7,NA,NA,0.497,0.583716796,0.52387909,2.791772222,0.571715943,0.536506506,-0.140076112,"(-1,0]",FALSE
HHS Regions,hhs8,2015,43,943,1,1,0.212089,0.106045,0.106045,10/25/2015,NA,NA,NA,NA,NA,NA,NA,0.612608,0.84857,83,84,NA,143,22,17,349,123,41128,10/25/2015,13,2015/2016,hhs8,1.4,NA,NA,0.437,0.589497781,0.678526638,3.549165247,0.596509377,0.702731838,-0.227484054,"(-1,0]",FALSE
HHS Regions,hhs9,2015,43,969,3,1,0.412797,0.309598,0.103199,10/25/2015,NA,NA,NA,NA,NA,NA,NA,1.58879,1.51958,250,219,NA,502,112,154,1237,250,81404,10/25/2015,13,2015/2016,hhs9,2.6,NA,NA,0.609,0.630800552,0.26462805,1.45636995,0.635182307,0.260236351,-0.10233667,"(-1,0]",FALSE
HHS Regions,hhs10,2015,43,465,1,1,0.430108,0.215054,0.215054,10/25/2015,NA,NA,NA,NA,NA,NA,NA,0.853014,0.795309,50,18,NA,32,14,4,118,72,14837,10/25/2015,13,2015/2016,hhs10,1.1,NA,NA,0.772,0.624632576,0.437911124,2.249147368,0.613733039,0.341403466,0.463963909,"(0,1]",FALSE
HHS Regions,hhs1,2015,44,781,0,1,0.128041,0,0.128041,11/1/2015,NA,NA,NA,NA,NA,NA,NA,0.923337,0.781094,88,66,NA,200,22,15,391,138,50058,11/1/2015,14,2015/2016,hhs1,1.3,NA,NA,0.709,0.753180904,0.850549746,4.488247646,0.734728376,0.754588959,-0.033632308,"(-1,0]",FALSE
HHS Regions,hhs2,2015,44,1366,6,2,0.585652,0.439239,0.146413,11/1/2015,NA,NA,NA,NA,NA,NA,NA,1.21684,1.45903,728,316,NA,579,128,88,1839,200,126043,11/1/2015,14,2015/2016,hhs2,2.3,NA,NA,0.526,0.89402925,0.836376555,3.977020216,0.826294477,0.659023425,-0.455722895,"(-1,0]",FALSE
HHS Regions,hhs3,2015,44,1171,2,6,0.683177,0.170794,0.512383,11/1/2015,NA,NA,NA,NA,NA,NA,NA,1.53447,1.63246,648,577,NA,852,161,125,2363,285,144751,11/1/2015,14,2015/2016,hhs3,1.8,NA,NA,0.847,0.774703297,0.547042358,2.847645833,0.717339808,0.406351423,0.318245608,"(0,1]",FALSE
HHS Regions,hhs4,2015,44,3345,45,33,2.33184,1.34529,0.986547,11/1/2015,NA,NA,NA,NA,NA,NA,NA,1.08835,1.22063,503,348,NA,764,127,64,1806,317,147956,11/1/2015,14,2015/2016,hhs4,1.6,NA,NA,0.664,0.687182279,0.265073438,1.750534122,0.668445858,0.268484344,-0.015228898,"(-1,0]",FALSE
HHS Regions,hhs5,2015,44,2645,13,10,0.869565,0.491493,0.378072,11/1/2015,NA,NA,NA,NA,NA,NA,NA,1.21929,1.33523,477,238,NA,633,107,88,1543,294,115561,11/1/2015,14,2015/2016,hhs5,1.9,NA,NA,0.636,0.70700038,0.491169395,2.745480356,0.710475979,0.4471394,-0.1662226,"(-1,0]",FALSE
HHS Regions,hhs6,2015,44,1985,16,7,1.15869,0.806045,0.352645,11/1/2015,NA,NA,NA,NA,NA,NA,NA,2.87066,2.31086,656,496,NA,846,212,116,2326,270,100655,11/1/2015,14,2015/2016,hhs6,3.6,NA,NA,0.788,0.581039845,0.323752147,1.483710259,0.586511933,0.369839173,0.545248255,"(0,1]",FALSE
HHS Regions,hhs7,2015,44,783,2,4,0.766284,0.255428,0.510856,11/1/2015,NA,NA,NA,NA,NA,NA,NA,1.15375,1.22368,65,72,NA,89,30,20,276,79,22555,11/1/2015,14,2015/2016,hhs7,1.7,NA,NA,0.673,0.580562868,0.533424796,2.819468754,0.578199736,0.481843286,0.19773264,"(0,1]",FALSE
HHS Regions,hhs8,2015,44,1028,1,1,0.194553,0.0972763,0.0972763,11/1/2015,NA,NA,NA,NA,NA,NA,NA,0.721433,1.12098,99,114,NA,196,27,21,457,121,40768,11/1/2015,14,2015/2016,hhs8,1.4,NA,NA,0.514,0.564849608,0.592310556,3.093162906,0.568217348,0.55761668,-0.096680414,"(-1,0]",FALSE
HHS Regions,hhs9,2015,44,1107,11,3,1.26468,0.993677,0.271003,11/1/2015,NA,NA,NA,NA,NA,NA,NA,1.70585,1.61488,280,209,NA,592,113,150,1344,261,83226,11/1/2015,14,2015/2016,hhs9,2.6,NA,NA,0.648,0.672127528,0.29048606,1.52840383,0.641136275,0.266350682,0.025013498,"(0,1]",FALSE
HHS Regions,hhs10,2015,44,476,1,1,0.420168,0.210084,0.210084,11/1/2015,NA,NA,NA,NA,NA,NA,NA,0.526763,0.545378,19,14,NA,32,8,5,78,83,14302,11/1/2015,14,2015/2016,hhs10,1.1,NA,NA,0.477,0.646463259,0.297337553,1.602063158,0.661035268,0.379111006,-0.48579939,"(-1,0]",FALSE
HHS Regions,hhs1,2015,45,682,2,1,0.439883,0.293255,0.146628,11/8/2015,NA,NA,NA,NA,NA,NA,NA,0.767975,0.731683,99,65,NA,164,17,23,368,140,50295,11/8/2015,15,2015/2016,hhs1,1.3,NA,NA,0.588,0.714193502,0.621973271,3.414190761,0.711170046,0.660306706,-0.186305324,"(-1,0]",FALSE
HHS Regions,hhs2,2015,45,1443,6,2,0.554401,0.4158,0.1386,11/8/2015,NA,NA,NA,NA,NA,NA,NA,1.07336,1.46322,735,276,NA,570,114,99,1794,197,122606,11/8/2015,15,2015/2016,hhs2,2.3,NA,NA,0.464,0.871991575,0.563647809,2.379482933,0.852566571,0.628481643,-0.618117623,"(-1,0]",FALSE
HHS Regions,hhs3,2015,45,1203,3,0,0.249377,0.249377,0,11/8/2015,NA,NA,NA,NA,NA,NA,NA,1.57587,1.63328,606,581,NA,805,167,116,2275,283,139290,11/8/2015,15,2015/2016,hhs3,1.8,NA,NA,0.873,0.69947037,0.318727363,1.636012326,0.741029951,0.407631678,0.32448442,"(0,1]",FALSE
HHS Regions,hhs4,2015,45,3401,57,59,3.41076,1.67598,1.73478,11/8/2015,NA,NA,NA,NA,NA,NA,NA,1.0871,1.25194,510,320,NA,709,124,89,1752,315,139943,11/8/2015,15,2015/2016,hhs4,1.6,NA,NA,0.656,0.708963826,0.218693378,1.507392364,0.717420736,0.230644478,-0.265157958,"(-1,0]",FALSE
HHS Regions,hhs5,2015,45,2623,23,3,0.991231,0.876859,0.114373,11/8/2015,NA,NA,NA,NA,NA,NA,NA,1.30849,1.45087,509,293,NA,640,132,97,1671,292,115172,11/8/2015,15,2015/2016,hhs5,1.9,NA,NA,0.682,0.704836401,0.373829664,2.186780789,0.699565731,0.380025228,-0.046610546,"(-1,0]",FALSE
HHS Regions,hhs6,2015,45,2254,20,15,1.5528,0.887311,0.665484,11/8/2015,NA,NA,NA,NA,NA,NA,NA,3.26718,2.59119,735,590,NA,963,208,109,2605,263,100533,11/8/2015,15,2015/2016,hhs6,3.6,NA,NA,0.893,0.660099376,0.439207748,2.214978355,0.646147999,0.38985669,0.634360191,"(0,1]",FALSE
HHS Regions,hhs7,2015,45,715,1,0,0.13986,0.13986,0,11/8/2015,NA,NA,NA,NA,NA,NA,NA,1.20878,1.26729,78,67,NA,107,22,10,284,81,22410,11/8/2015,15,2015/2016,hhs7,1.7,NA,NA,0.71,0.570319545,0.399420155,2.162421605,0.568016188,0.402792942,0.352628821,"(0,1]",FALSE
HHS Regions,hhs8,2015,45,1102,2,0,0.181488,0.181488,0,11/8/2015,NA,NA,NA,NA,NA,NA,NA,0.744407,1.11605,124,93,NA,190,35,15,457,120,40948,11/8/2015,15,2015/2016,hhs8,1.4,NA,NA,0.531,0.550304654,0.387774976,2.094437291,0.573807341,0.445231894,-0.096698064,"(-1,0]",FALSE
HHS Regions,hhs9,2015,45,1161,8,5,1.11972,0.689061,0.430663,11/8/2015,NA,NA,NA,NA,NA,NA,NA,1.73921,1.62788,318,210,NA,526,113,169,1336,261,82070,11/8/2015,15,2015/2016,hhs9,2.6,NA,NA,0.661,0.620480744,0.252208785,1.356654222,0.678678517,0.300021929,-0.05746814,"(-1,0]",FALSE
HHS Regions,hhs10,2015,45,464,0,1,0.215517,0,0.215517,11/8/2015,NA,NA,NA,NA,NA,NA,NA,0.891904,0.98457,32,22,NA,51,11,18,134,76,13610,11/8/2015,15,2015/2016,hhs10,1.1,NA,NA,0.809,0.71200997,0.400443419,2.180126316,0.678861802,0.350794687,0.371193071,"(0,1]",FALSE
HHS Regions,hhs1,2015,46,779,1,1,0.256739,0.12837,0.12837,11/15/2015,NA,NA,NA,NA,NA,NA,NA,0.736201,0.667117,89,55,NA,174,14,14,346,139,51865,11/15/2015,16,2015/2016,hhs1,1.3,NA,NA,0.565,0.666135732,0.485046699,2.708596286,0.692225949,0.475037209,-0.268129359,"(-1,0]",FALSE
HHS Regions,hhs2,2015,46,1512,4,3,0.462963,0.26455,0.198413,11/15/2015,NA,NA,NA,NA,NA,NA,NA,1.3633,1.64908,862,302,NA,664,106,91,2025,187,122796,11/15/2015,16,2015/2016,hhs2,2.3,NA,NA,0.59,0.791678888,0.446408763,2.245930769,0.861947557,0.524121252,-0.518873425,"(-1,0]",FALSE
HHS Regions,hhs3,2015,46,1239,2,6,0.645682,0.161421,0.484262,11/15/2015,NA,NA,NA,NA,NA,NA,NA,1.72001,1.79133,625,571,NA,961,184,127,2468,281,137775,11/15/2015,16,2015/2016,hhs3,1.8,NA,NA,0.949,0.748916186,0.332281347,1.9656875,0.782698499,0.389343007,0.428138486,"(0,1]",FALSE
HHS Regions,hhs4,2015,46,3393,36,56,2.71146,1.06101,1.65046,11/15/2015,NA,NA,NA,NA,NA,NA,NA,1.26322,1.40808,617,391,NA,795,145,89,2037,320,144665,11/15/2015,16,2015/2016,hhs4,1.6,NA,NA,0.768,0.756116104,0.209677873,1.38328142,0.773687969,0.222919503,-0.02504395,"(-1,0]",FALSE
HHS Regions,hhs5,2015,46,2735,15,8,0.840951,0.548446,0.292505,11/15/2015,NA,NA,NA,NA,NA,NA,NA,1.24532,1.37789,479,306,NA,547,134,91,1557,289,112999,11/15/2015,16,2015/2016,hhs5,1.9,NA,NA,0.65,0.686860413,0.256436378,1.606971107,0.714368716,0.282710345,-0.227968295,"(-1,0]",FALSE
HHS Regions,hhs6,2015,46,2116,20,17,1.74858,0.94518,0.803403,11/15/2015,NA,NA,NA,NA,NA,NA,NA,3.27454,2.62398,683,597,NA,969,262,150,2661,265,101411,11/15/2015,16,2015/2016,hhs6,3.6,NA,NA,0.894,0.697304777,0.406613342,2.159515715,0.702058448,0.424245664,0.451698217,"(0,1]",FALSE
HHS Regions,hhs7,2015,46,689,2,4,0.870827,0.290276,0.580552,11/15/2015,NA,NA,NA,NA,NA,NA,NA,1.05016,1.15463,63,64,NA,91,18,19,255,80,22085,11/15/2015,16,2015/2016,hhs7,1.7,NA,NA,0.612,0.553166151,0.240204342,1.366679282,0.584742431,0.304850982,0.090599309,"(0,1]",FALSE
HHS Regions,hhs8,2015,46,1038,0,0,0,0,0,11/15/2015,NA,NA,NA,NA,NA,NA,NA,0.776688,1.05763,122,107,NA,171,25,9,434,119,41035,11/15/2015,16,2015/2016,hhs8,1.4,NA,NA,0.555,0.606267762,0.332574322,1.662498248,0.613579596,0.383814358,-0.153205454,"(-1,0]",FALSE
HHS Regions,hhs9,2015,46,1200,4,2,0.5,0.333333,0.166667,11/15/2015,NA,NA,NA,NA,NA,NA,NA,1.98744,1.78616,373,237,NA,676,127,171,1584,261,88682,11/15/2015,16,2015/2016,hhs9,2.6,NA,NA,0.761,0.743427278,0.350193473,2.060876036,0.723293276,0.312164853,0.119439213,"(0,1]",FALSE
HHS Regions,hhs10,2015,46,549,0,1,0.182149,0,0.182149,11/15/2015,NA,NA,NA,NA,NA,NA,NA,0.699363,0.778391,47,26,NA,28,11,5,117,82,15031,11/15/2015,16,2015/2016,hhs10,1.1,NA,NA,0.635,0.678112176,0.360381087,1.726826316,0.735436105,0.466451,-0.216120524,"(-1,0]",FALSE
HHS Regions,hhs1,2015,47,788,2,1,0.380711,0.253807,0.126904,11/22/2015,NA,NA,NA,NA,NA,NA,NA,0.954736,0.789195,77,39,NA,107,13,17,253,134,32058,11/22/2015,17,2015/2016,hhs1,1.3,NA,NA,0.732,0.696348614,0.274071138,1.657345302,0.684195592,0.339759051,0.139571637,"(0,1]",FALSE
HHS Regions,hhs2,2015,47,1374,11,4,1.0917,0.800582,0.291121,11/22/2015,NA,NA,NA,NA,NA,NA,NA,1.35069,1.79388,894,274,NA,563,116,82,1929,188,107532,11/22/2015,17,2015/2016,hhs2,2.3,NA,NA,0.581,0.922172206,0.569397575,2.88788455,0.848521708,0.484612928,-0.552350651,"(-1,0]",FALSE
HHS Regions,hhs3,2015,47,1041,1,3,0.384246,0.0960615,0.288184,11/22/2015,NA,NA,NA,NA,NA,NA,NA,2.17414,2.0787,721,519,NA,907,182,127,2456,283,118151,11/22/2015,17,2015/2016,hhs3,1.8,NA,NA,1.203,0.899708943,0.484156043,2.561511701,0.811952195,0.375768495,1.041232111,"(1,2]",FALSE
HHS Regions,hhs4,2015,47,3725,75,64,3.73154,2.01342,1.71812,11/22/2015,NA,NA,NA,NA,NA,NA,NA,1.56158,1.71174,601,342,NA,566,126,89,1724,311,100716,11/22/2015,17,2015/2016,hhs4,1.6,NA,NA,0.94,0.855983978,0.224082736,1.348040624,0.801610657,0.223368627,0.617622453,"(0,1]",FALSE
HHS Regions,hhs5,2015,47,2529,10,5,0.59312,0.395413,0.197707,11/22/2015,NA,NA,NA,NA,NA,NA,NA,1.43337,1.53387,398,251,NA,443,133,66,1291,285,84166,11/22/2015,17,2015/2016,hhs5,1.9,NA,NA,0.75,0.751409334,0.198881442,1.294631048,0.729809861,0.220952842,0.091064108,"(0,1]",FALSE
HHS Regions,hhs6,2015,47,2464,12,11,0.933442,0.487013,0.446429,11/22/2015,NA,NA,NA,NA,NA,NA,NA,4.08707,3.11083,750,602,NA,807,258,149,2566,270,82486,11/22/2015,17,2015/2016,hhs6,3.6,NA,NA,1.125,0.748771191,0.441251178,2.24224556,0.733784624,0.396380108,0.986213106,"(0,1]",FALSE
